PeriodeAttente,Delais_d'attente,Region,Chirurgie_generale,Chirurgie_orthopedique,Chirurgie_plastique,Chirurgie_vasculaire,Neurochirurgie,Obstetrique_et_gynecologie,Ophtalmologie,ORL_chirurgie_cervico_faciale,Urologie,Autres,Total
2324-P08,0 à 6 mois,RSS16,2656,4028,432,42,52,979,3597,1625,718,306,14435
2324-P08,6 à 12 mois,RSS16,565,1520,230,9,27,198,846,509,93,41,4038
2324-P08,Plus d'1 an,RSS16,157,1152,105,2,46,29,27,333,36,44,1931
2324-P09,0 à 6 mois,RSS01,532,846,0,0,0,141,560,62,303,583,3027
2324-P09,6 à 12 mois,RSS01,95,191,0,0,0,11,79,,46,81,503
2324-P09,Plus d'1 an,RSS01,7,0,0,0,0,0,0,,,1,8
2324-P09,0 à 6 mois,RSS02,757,1062,116,63,71,323,1572,427,389,244,5024
2324-P09,6 à 12 mois,RSS02,193,270,65,2,7,50,248,112,77,86,1110
2324-P09,Plus d'1 an,RSS02,104,70,32,1,13,16,64,20,35,19,374
2324-P09,0 à 6 mois,RSS03,2165,2536,360,173,294,890,2663,2101,1205,570,12957
2324-P09,6 à 12 mois,RSS03,608,1453,123,27,55,439,283,422,425,130,3965
2324-P09,Plus d'1 an,RSS03,96,207,78,4,10,172,1,55,61,21,705
2324-P09,0 à 6 mois,RSS04,1149,1334,85,71,100,394,1302,775,464,274,5948
2324-P09,6 à 12 mois,RSS04,219,412,41,6,13,19,193,383,77,74,1437
2324-P09,Plus d'1 an,RSS04,60,79,7,7,4,0,37,102,47,12,355
2324-P09,0 à 6 mois,RSS05,1376,1822,401,40,123,428,1869,866,406,336,7667
2324-P09,6 à 12 mois,RSS05,529,831,124,6,75,97,259,276,187,147,2531
2324-P09,Plus d'1 an,RSS05,328,190,129,1,83,155,39,233,169,122,1449
2324-P09,0 à 6 mois,RSS06,7420,6049,2196,262,612,2557,8483,4448,2318,1510,35855
2324-P09,6 à 12 mois,RSS06,2423,2736,811,44,161,639,1500,2189,643,513,11659
2324-P09,Plus d'1 an,RSS06,726,1032,577,26,68,91,262,892,180,123,3977
2324-P09,0 à 6 mois,RSS07,887,473,217,62,53,304,1381,563,243,83,4266
2324-P09,6 à 12 mois,RSS07,297,398,156,13,45,120,112,334,112,41,1628
2324-P09,Plus d'1 an,RSS07,380,293,41,2,57,118,8,345,118,18,1380
2324-P09,0 à 6 mois,RSS08,360,665,5,0,0,171,314,60,135,66,1776
2324-P09,6 à 12 mois,RSS08,53,367,1,0,0,5,96,13,8,0,543
2324-P09,Plus d'1 an,RSS08,2,109,0,0,0,0,0,,,0,111
2324-P09,0 à 6 mois,RSS09,196,148,12,0,0,42,188,189,23,41,839
2324-P09,6 à 12 mois,RSS09,8,2,7,0,0,3,2,2,1,11,36
2324-P09,Plus d'1 an,RSS09,0,0,44,0,0,0,0,,,0,44
2324-P09,0 à 6 mois,RSS10,82,0,0,0,0,30,0,9,,0,121
2324-P09,6 à 12 mois,RSS10,0,0,0,0,0,1,0,,,0,1
2324-P09,0 à 6 mois,RSS11,218,162,4,0,0,52,422,183,13,46,1100
2324-P09,6 à 12 mois,RSS11,21,53,2,0,0,4,101,11,1,5,198
2324-P09,Plus d'1 an,RSS11,10,11,0,0,0,1,0,2,1,4,29
2324-P09,0 à 6 mois,RSS12,970,1633,147,0,0,541,1388,591,385,690,6345
2324-P09,6 à 12 mois,RSS12,277,787,45,0,0,62,92,127,46,241,1677
2324-P09,Plus d'1 an,RSS12,48,84,13,0,0,0,25,21,20,36,247
2324-P09,0 à 6 mois,RSS13,589,712,117,79,0,241,841,415,253,77,3324
2324-P09,6 à 12 mois,RSS13,100,178,22,5,0,54,24,230,34,5,652
2324-P09,Plus d'1 an,RSS13,7,27,1,0,0,3,0,26,,0,64
2324-P09,0 à 6 mois,RSS14,960,1070,213,52,0,372,1392,568,438,96,5161
2324-P09,6 à 12 mois,RSS14,580,698,89,19,0,102,790,216,190,131,2815
2324-P09,Plus d'1 an,RSS14,270,335,94,37,0,20,329,384,185,12,1666
2324-P09,0 à 6 mois,RSS15,1597,2526,221,122,0,484,1154,647,522,26,7299
2324-P09,6 à 12 mois,RSS15,776,945,16,58,0,37,94,285,131,14,2356
2324-P09,Plus d'1 an,RSS15,328,721,17,22,0,1,6,116,6,5,1222
2324-P09,0 à 6 mois,RSS16,2718,4023,425,41,50,981,3683,1601,766,319,14607
2324-P09,6 à 12 mois,RSS16,596,1647,233,10,25,210,847,545,95,52,4260
2324-P09,Plus d'1 an,RSS16,138,1115,91,2,35,25,34,329,42,39,1850
2324-P10,0 à 6 mois,RSS01,525,823,0,0,0,137,578,62,296,580,3001
2324-P10,6 à 12 mois,RSS01,99,243,0,0,0,14,98,4,46,103,607
2324-P10,Plus d'1 an,RSS01,8,2,0,0,0,0,0,,2,1,13
2324-P10,0 à 6 mois,RSS02,828,1032,124,67,85,338,1505,470,435,226,5110
2324-P10,6 à 12 mois,RSS02,226,328,64,3,14,67,387,129,81,84,1383
2324-P10,Plus d'1 an,RSS02,109,85,41,1,9,15,57,16,36,32,401
2324-P10,0 à 6 mois,RSS03,2249,2337,373,170,288,838,2888,2008,1170,559,12880
2324-P10,6 à 12 mois,RSS03,679,1641,120,35,65,510,369,509,485,159,4572
2324-P10,Plus d'1 an,RSS03,118,241,96,4,9,171,2,58,69,21,789
2324-P10,0 à 6 mois,RSS04,1286,1494,84,80,111,451,1328,826,497,295,6452
2324-P10,6 à 12 mois,RSS04,249,449,47,4,16,28,249,401,74,81,1598
2324-P10,Plus d'1 an,RSS04,61,85,10,7,5,2,40,128,57,17,412
2324-P10,0 à 6 mois,RSS05,1392,1809,431,33,121,446,2000,873,386,314,7805
2324-P10,6 à 12 mois,RSS05,575,945,135,6,74,114,259,305,197,181,2791
2324-P10,Plus d'1 an,RSS05,352,213,135,1,85,163,45,230,160,130,1514
2324-P10,0 à 6 mois,RSS06,7548,6013,2235,259,625,2655,8785,4509,2467,1555,36651
2324-P10,6 à 12 mois,RSS06,2621,2891,836,45,181,673,1653,2339,675,578,12492
2324-P10,Plus d'1 an,RSS06,725,1109,613,30,82,112,250,930,186,118,4155
2324-P10,0 à 6 mois,RSS07,925,533,192,68,55,283,1236,566,276,74,4208
2324-P10,6 à 12 mois,RSS07,323,402,162,9,43,135,159,348,130,36,1747
2324-P10,Plus d'1 an,RSS07,365,317,44,4,54,124,7,336,106,24,1381
2324-P10,0 à 6 mois,RSS08,447,665,6,0,0,155,313,47,137,66,1836
2324-P10,6 à 12 mois,RSS08,62,395,0,0,0,9,74,19,13,4,576
2324-P10,Plus d'1 an,RSS08,3,147,0,0,0,0,1,,,0,151
2324-P10,0 à 6 mois,RSS09,208,188,12,0,0,48,207,194,14,44,915
2324-P10,6 à 12 mois,RSS09,9,4,7,0,0,2,3,1,1,12,39
2324-P10,Plus d'1 an,RSS09,0,0,44,0,0,0,0,,,0,44
2324-P10,0 à 6 mois,RSS10,74,0,0,0,0,29,0,9,,0,112
2324-P10,6 à 12 mois,RSS10,2,0,0,0,0,4,0,,,0,6
2324-P10,0 à 6 mois,RSS11,241,155,4,0,0,57,414,191,15,50,1127
2324-P10,6 à 12 mois,RSS11,23,53,2,0,0,5,111,16,1,6,217
2324-P10,Plus d'1 an,RSS11,1,6,0,0,0,1,0,2,1,1,12
2324-P10,0 à 6 mois,RSS12,977,1608,145,0,0,542,1545,630,399,697,6543
2324-P10,6 à 12 mois,RSS12,316,867,51,0,0,89,100,139,64,229,1855
2324-P10,Plus d'1 an,RSS12,50,91,17,0,0,0,27,28,23,41,277
2324-P10,0 à 6 mois,RSS13,559,725,109,88,0,246,873,409,258,75,3342
2324-P10,6 à 12 mois,RSS13,150,195,26,5,0,59,52,233,65,14,799
2324-P10,Plus d'1 an,RSS13,10,28,2,0,0,4,0,17,,0,61
2324-P10,0 à 6 mois,RSS14,1025,1051,248,56,0,382,1551,585,461,94,5453
2324-P10,6 à 12 mois,RSS14,591,735,87,16,0,118,749,239,198,130,2863
2324-P10,Plus d'1 an,RSS14,281,410,103,38,0,23,414,400,193,15,1877
2324-P10,0 à 6 mois,RSS15,1742,2323,203,113,0,488,1326,644,492,32,7363
2324-P10,6 à 12 mois,RSS15,865,1163,30,63,0,48,109,330,143,17,2768
2324-P10,Plus d'1 an,RSS15,348,765,19,20,0,0,3,129,13,5,1302
2324-P10,0 à 6 mois,RSS16,2799,4048,443,38,48,955,3792,1629,739,392,14883
2324-P10,6 à 12 mois,RSS16,718,1808,241,9,24,255,874,578,98,50,4655
2324-P10,Plus d'1 an,RSS16,133,1153,78,2,34,28,24,289,33,17,1791
2324-P11,0 à 6 mois,RSS01,519,790,0,0,0,117,544,76,291,563,2900
2324-P11,6 à 12 mois,RSS01,91,251,0,0,0,15,98,2,49,104,610
2324-P11,Plus d'1 an,RSS01,7,1,0,0,0,0,0,,6,1,15
2324-P11,0 à 6 mois,RSS02,803,1037,119,59,72,276,1395,439,393,220,4813
2324-P11,6 à 12 mois,RSS02,234,263,53,2,14,55,354,118,83,86,1262
2324-P11,Plus d'1 an,RSS02,99,72,45,1,10,12,49,18,33,32,371
2324-P11,0 à 6 mois,RSS03,2186,2457,366,179,282,789,2974,2017,1123,522,12895
2324-P11,6 à 12 mois,RSS03,604,1365,118,29,58,511,335,417,450,129,4016
2324-P11,Plus d'1 an,RSS03,103,257,90,5,4,180,2,59,73,17,790
2324-P11,0 à 6 mois,RSS04,1383,1520,64,80,107,519,1355,903,564,294,6789
2324-P11,6 à 12 mois,RSS04,202,436,49,5,13,18,252,383,57,88,1503
2324-P11,Plus d'1 an,RSS04,52,95,13,8,4,2,38,130,51,10,403
2324-P11,0 à 6 mois,RSS05,1415,1893,433,32,124,434,1881,868,417,294,7791
2324-P11,6 à 12 mois,RSS05,578,892,140,9,78,123,252,290,159,203,2724
2324-P11,Plus d'1 an,RSS05,335,215,109,0,75,148,44,212,177,129,1444
2324-P11,0 à 6 mois,RSS06,7464,5974,2145,270,625,2507,8867,4486,2407,1515,36260
2324-P11,6 à 12 mois,RSS06,2434,2611,854,46,187,681,1523,2265,643,616,11860
2324-P11,Plus d'1 an,RSS06,601,1071,582,22,74,98,189,895,164,119,3815
2324-P11,0 à 6 mois,RSS07,877,510,171,56,52,263,900,552,243,54,3678
2324-P11,6 à 12 mois,RSS07,299,368,153,16,34,171,167,361,105,32,1706
2324-P11,Plus d'1 an,RSS07,315,279,54,1,59,130,15,313,89,26,1281
2324-P11,0 à 6 mois,RSS08,380,700,4,0,0,137,316,49,168,44,1798
2324-P11,6 à 12 mois,RSS08,52,372,0,0,0,7,85,17,4,6,543
2324-P11,Plus d'1 an,RSS08,3,197,0,0,0,0,3,,,0,203
2324-P11,0 à 6 mois,RSS09,169,154,12,0,0,54,230,182,27,38,866
2324-P11,6 à 12 mois,RSS09,3,2,7,0,0,1,3,3,,9,28
2324-P11,Plus d'1 an,RSS09,0,0,45,0,0,0,0,,,0,45
2324-P11,0 à 6 mois,RSS10,65,0,0,0,0,33,0,10,,0,108
2324-P11,6 à 12 mois,RSS10,3,0,0,0,0,4,0,,,0,7
2324-P11,0 à 6 mois,RSS11,212,146,4,0,0,46,420,181,15,69,1093
2324-P11,6 à 12 mois,RSS11,10,50,1,0,0,2,46,5,,5,119
2324-P11,Plus d'1 an,RSS11,1,7,1,0,0,0,0,,,0,9
2324-P11,0 à 6 mois,RSS12,1007,1637,148,0,0,568,1489,590,357,676,6472
2324-P11,6 à 12 mois,RSS12,219,774,46,0,0,94,78,114,59,239,1623
2324-P11,Plus d'1 an,RSS12,58,91,17,0,0,0,17,30,15,47,275
2324-P11,0 à 6 mois,RSS13,544,654,115,85,0,241,763,414,228,44,3088
2324-P11,6 à 12 mois,RSS13,142,191,32,8,0,70,54,284,64,9,854
2324-P11,Plus d'1 an,RSS13,9,37,1,0,0,1,1,16,1,0,66
2324-P11,0 à 6 mois,RSS14,1008,1091,229,60,0,391,1731,596,459,94,5659
2324-P11,6 à 12 mois,RSS14,530,656,77,12,0,127,683,217,193,123,2618
2324-P11,Plus d'1 an,RSS14,274,419,93,42,0,24,456,393,205,21,1927
2324-P11,0 à 6 mois,RSS15,1948,2333,195,112,0,486,1220,652,503,30,7479
2324-P11,6 à 12 mois,RSS15,778,1095,37,59,0,51,94,351,115,13,2593
2324-P11,Plus d'1 an,RSS15,335,686,15,21,0,2,4,136,11,8,1218
2324-P11,0 à 6 mois,RSS16,2846,3994,454,47,46,1053,3960,1489,697,418,15004
2324-P11,6 à 12 mois,RSS16,701,1749,198,10,19,224,750,557,81,55,4344
2324-P11,Plus d'1 an,RSS16,110,1003,57,3,40,32,22,234,33,3,1537
2324-P12,0 à 6 mois,RSS01,528,849,0,0,0,133,578,84,279,514,2965
2324-P12,6 à 12 mois,RSS01,83,241,0,0,0,9,61,7,48,129,578
2324-P12,Plus d'1 an,RSS01,3,0,0,0,0,0,0,,3,0,6
2324-P12,0 à 6 mois,RSS02,750,977,122,45,79,271,1251,399,417,201,4512
2324-P12,6 à 12 mois,RSS02,206,235,45,3,8,45,342,108,75,69,1136
2324-P12,Plus d'1 an,RSS02,59,35,8,2,5,3,16,10,17,35,190
2324-P12,0 à 6 mois,RSS03,2183,2611,381,166,287,765,3102,2072,1107,507,13181
2324-P12,6 à 12 mois,RSS03,555,1177,111,38,53,458,320,287,428,116,3543
2324-P12,Plus d'1 an,RSS03,85,153,63,6,2,145,2,28,57,12,553
2324-P12,0 à 6 mois,RSS04,1297,1579,60,95,87,499,1335,898,536,286,6672
2324-P12,6 à 12 mois,RSS04,203,382,42,3,9,13,234,369,52,73,1380
2324-P12,Plus d'1 an,RSS04,49,110,10,5,3,2,38,136,46,12,411
2324-P12,0 à 6 mois,RSS05,1445,1933,470,44,133,469,1936,866,420,282,7998
2324-P12,6 à 12 mois,RSS05,513,812,129,10,68,108,240,246,149,201,2476
2324-P12,Plus d'1 an,RSS05,297,233,97,0,78,144,41,221,181,122,1414
2324-P12,0 à 6 mois,RSS06,7368,6024,2162,264,624,2439,8980,4435,2260,1386,35942
2324-P12,6 à 12 mois,RSS06,2120,2422,882,41,177,634,1270,2110,609,580,10845
2324-P12,Plus d'1 an,RSS06,478,950,509,14,67,110,160,892,134,132,3446
2324-P12,0 à 6 mois,RSS07,812,535,141,40,65,290,970,536,255,52,3696
2324-P12,6 à 12 mois,RSS07,288,339,171,15,29,157,163,340,124,40,1666
2324-P12,Plus d'1 an,RSS07,272,220,61,1,63,132,36,295,85,27,1192
2324-P12,0 à 6 mois,RSS08,355,706,14,0,0,141,282,57,146,41,1742
2324-P12,6 à 12 mois,RSS08,34,319,1,0,0,2,48,10,14,0,428
2324-P12,Plus d'1 an,RSS08,5,225,0,0,0,0,5,,,0,235
2324-P12,0 à 6 mois,RSS09,151,177,12,0,0,57,238,142,34,50,861
2324-P12,6 à 12 mois,RSS09,0,1,6,0,0,0,3,7,,6,23
2324-P12,Plus d'1 an,RSS09,0,0,46,0,0,0,0,,,0,46
2324-P12,0 à 6 mois,RSS10,55,0,0,0,0,32,0,8,,0,95
2324-P12,6 à 12 mois,RSS10,3,0,0,0,0,5,0,,,0,8
2324-P12,0 à 6 mois,RSS11,191,197,3,0,0,58,375,169,15,67,1075
2324-P12,6 à 12 mois,RSS11,17,37,0,0,0,1,65,8,,4,132
2324-P12,Plus d'1 an,RSS11,0,7,1,0,0,0,0,,,0,8
2324-P12,0 à 6 mois,RSS12,988,1629,129,0,0,511,1390,809,324,471,6251
2324-P12,6 à 12 mois,RSS12,198,753,48,0,0,82,81,141,53,202,1558
2324-P12,Plus d'1 an,RSS12,47,83,8,0,0,1,6,25,11,41,222
2324-P12,0 à 6 mois,RSS13,542,575,105,88,0,254,710,438,212,37,2961
2324-P12,6 à 12 mois,RSS13,115,163,34,9,0,61,50,205,43,6,686
2324-P12,Plus d'1 an,RSS13,7,37,1,0,0,1,0,6,1,0,53
2324-P12,0 à 6 mois,RSS14,1105,1141,242,60,0,438,1778,636,444,95,5939
2324-P12,6 à 12 mois,RSS14,487,625,85,17,0,124,612,217,192,87,2446
2324-P12,Plus d'1 an,RSS14,285,407,83,45,0,24,455,381,215,52,1947
2324-P12,0 à 6 mois,RSS15,1878,2234,239,101,0,459,1226,593,475,116,7321
2324-P12,6 à 12 mois,RSS15,706,1154,31,56,0,45,55,269,103,98,2517
2324-P12,Plus d'1 an,RSS15,295,621,11,18,0,0,4,120,11,28,1108
2324-P12,0 à 6 mois,RSS16,2780,3943,435,45,40,1044,4007,1575,723,407,14999
2324-P12,6 à 12 mois,RSS16,659,1667,210,4,24,190,537,480,74,62,3907
2324-P12,Plus d'1 an,RSS16,92,908,60,2,39,34,20,204,31,0,1390
2324-P13,0 à 6 mois,RSS01,544,894,0,0,0,135,622,81,247,543,3066
2324-P13,6 à 12 mois,RSS01,80,265,0,0,0,13,73,11,45,152,639
2324-P13,Plus d'1 an,RSS01,4,0,0,0,0,0,0,,1,3,8
2324-P13,0 à 6 mois,RSS02,656,916,121,44,84,288,1062,408,378,200,4157
2324-P13,6 à 12 mois,RSS02,170,244,16,5,8,29,331,116,66,68,1053
2324-P13,Plus d'1 an,RSS02,68,37,5,0,2,1,14,15,8,41,191
2324-P13,0 à 6 mois,RSS03,2158,2574,357,162,298,804,3145,2132,1135,550,13315
2324-P13,6 à 12 mois,RSS03,558,1262,135,37,54,478,367,254,444,126,3715
2324-P13,Plus d'1 an,RSS03,88,135,69,5,1,118,1,18,56,5,496
2324-P13,0 à 6 mois,RSS04,1496,1636,53,104,90,514,1360,976,622,288,7139
2324-P13,6 à 12 mois,RSS04,260,460,40,8,11,18,204,337,52,79,1469
2324-P13,Plus d'1 an,RSS04,56,97,13,0,4,1,42,153,51,18,435
2324-P13,0 à 6 mois,RSS05,1481,1910,421,39,134,464,1876,799,432,306,7862
2324-P13,6 à 12 mois,RSS05,529,847,142,9,70,125,238,269,153,198,2580
2324-P13,Plus d'1 an,RSS05,242,243,96,1,70,142,14,232,198,115,1353
2324-P13,0 à 6 mois,RSS06,6999,5706,2395,254,620,2400,9041,4272,2306,1425,35418
2324-P13,6 à 12 mois,RSS06,2111,2542,890,38,161,659,1415,2047,645,580,11088
2324-P13,Plus d'1 an,RSS06,399,872,521,6,62,115,141,910,138,126,3290
2324-P13,0 à 6 mois,RSS07,880,601,123,53,75,291,1708,547,264,76,4618
2324-P13,6 à 12 mois,RSS07,303,357,182,14,24,168,180,296,113,34,1671
2324-P13,Plus d'1 an,RSS07,280,237,86,1,73,155,36,331,97,38,1334
2324-P13,0 à 6 mois,RSS08,363,679,4,0,0,136,376,52,156,44,1810
2324-P13,6 à 12 mois,RSS08,43,322,0,0,0,6,27,4,23,0,425
2324-P13,Plus d'1 an,RSS08,2,185,0,0,0,0,3,,,0,190
2324-P13,0 à 6 mois,RSS09,158,214,5,0,0,42,295,142,23,55,934
2324-P13,6 à 12 mois,RSS09,2,3,14,0,0,0,6,2,,6,33
2324-P13,Plus d'1 an,RSS09,0,0,35,0,0,0,0,,,0,35
2324-P13,0 à 6 mois,RSS10,56,0,0,0,0,28,0,1,,0,85
2324-P13,6 à 12 mois,RSS10,1,0,0,0,0,5,0,,,0,6
2324-P13,0 à 6 mois,RSS11,181,214,5,0,0,54,345,160,32,70,1061
2324-P13,6 à 12 mois,RSS11,20,36,0,0,0,0,110,15,,8,189
2324-P13,Plus d'1 an,RSS11,0,3,0,0,0,0,2,1,,0,6
2324-P13,0 à 6 mois,RSS12,1088,1680,152,0,0,501,1567,717,296,430,6431
2324-P13,6 à 12 mois,RSS12,189,809,38,0,0,90,64,163,52,191,1596
2324-P13,Plus d'1 an,RSS12,38,76,1,0,0,0,6,22,7,47,197
2324-P13,0 à 6 mois,RSS13,550,594,112,92,0,268,683,482,178,27,2986
2324-P13,6 à 12 mois,RSS13,144,181,41,13,0,68,50,180,23,16,716
2324-P13,Plus d'1 an,RSS13,1,10,0,1,0,3,0,2,,0,17
2324-P13,0 à 6 mois,RSS14,1119,1124,266,70,0,410,1685,707,450,107,5938
2324-P13,6 à 12 mois,RSS14,502,629,88,18,0,153,633,188,186,70,2467
2324-P13,Plus d'1 an,RSS14,317,431,73,47,0,24,390,373,213,62,1930
2324-P13,0 à 6 mois,RSS15,1842,2067,294,94,0,489,1285,605,505,98,7279
2324-P13,6 à 12 mois,RSS15,721,1286,29,37,0,52,45,287,124,98,2679
2324-P13,Plus d'1 an,RSS15,234,527,5,18,0,3,3,151,15,37,993
2324-P13,0 à 6 mois,RSS16,2754,4087,461,53,39,1068,3967,1562,762,435,15188
2324-P13,6 à 12 mois,RSS16,742,1718,216,5,17,199,633,461,78,82,4151
2324-P13,Plus d'1 an,RSS16,89,866,63,1,22,35,21,277,11,1,1386
2425-P01,0 à 6 mois,RSS01,513,830,0,0,0,144,644,74,243,575,3023
2425-P01,6 à 12 mois,RSS01,69,264,0,0,0,12,78,6,47,116,592
2425-P01,Plus d'1 an,RSS01,2,1,0,0,0,0,0,,,0,3
2425-P01,0 à 6 mois,RSS02,608,882,135,38,75,232,1147,388,384,187,4076
2425-P01,6 à 12 mois,RSS02,152,226,18,5,6,38,285,122,69,65,986
2425-P01,Plus d'1 an,RSS02,48,30,4,0,0,1,12,11,3,36,145
2425-P01,0 à 6 mois,RSS03,2249,2480,368,155,285,830,3280,2088,1132,506,13373
2425-P01,6 à 12 mois,RSS03,525,1215,133,31,43,393,372,224,398,117,3451
2425-P01,Plus d'1 an,RSS03,82,133,76,6,0,84,21,20,45,8,475
2425-P01,0 à 6 mois,RSS04,1465,1667,55,81,85,482,1270,991,579,272,6947
2425-P01,6 à 12 mois,RSS04,265,496,38,8,8,19,236,325,63,55,1513
2425-P01,Plus d'1 an,RSS04,57,110,16,0,3,0,38,166,29,9,428
2425-P01,0 à 6 mois,RSS05,1473,1967,548,40,163,431,1846,864,469,328,8129
2425-P01,6 à 12 mois,RSS05,547,798,142,6,59,144,226,266,148,174,2510
2425-P01,Plus d'1 an,RSS05,226,242,75,3,62,106,16,204,194,125,1253
2425-P01,0 à 6 mois,RSS06,6691,5930,2419,247,614,2382,9121,4429,2220,1370,35423
2425-P01,6 à 12 mois,RSS06,1971,2404,853,40,147,621,1331,2021,589,605,10582
2425-P01,Plus d'1 an,RSS06,352,772,499,4,49,113,132,783,138,121,2963
2425-P01,0 à 6 mois,RSS07,898,662,101,37,72,281,1884,621,253,96,4905
2425-P01,6 à 12 mois,RSS07,301,354,138,17,25,163,189,279,112,25,1603
2425-P01,Plus d'1 an,RSS07,255,223,122,2,73,160,42,320,91,45,1333
2425-P01,0 à 6 mois,RSS08,322,647,22,0,0,155,374,46,152,72,1790
2425-P01,6 à 12 mois,RSS08,29,299,0,0,0,1,5,4,25,1,364
2425-P01,Plus d'1 an,RSS08,1,197,0,0,0,0,0,,,0,198
2425-P01,0 à 6 mois,RSS09,143,250,5,0,0,51,295,147,23,71,985
2425-P01,6 à 12 mois,RSS09,1,2,13,0,0,0,4,1,,2,23
2425-P01,Plus d'1 an,RSS09,0,0,29,0,0,0,0,,,2,31
2425-P01,0 à 6 mois,RSS10,57,0,0,0,0,26,0,1,,6,90
2425-P01,6 à 12 mois,RSS10,5,0,0,0,0,9,0,,,0,14
2425-P01,0 à 6 mois,RSS11,150,220,5,0,0,40,319,163,24,67,988
2425-P01,6 à 12 mois,RSS11,22,40,0,0,0,0,110,24,1,6,203
2425-P01,Plus d'1 an,RSS11,0,5,0,0,0,0,4,1,,0,10
2425-P01,0 à 6 mois,RSS12,1037,1727,148,0,0,450,1851,675,292,467,6647
2425-P01,6 à 12 mois,RSS12,189,787,30,0,0,78,65,189,38,154,1530
2425-P01,Plus d'1 an,RSS12,33,96,2,0,0,1,11,23,4,38,208
2425-P01,0 à 6 mois,RSS13,520,612,108,53,0,246,764,530,174,21,3028
2425-P01,6 à 12 mois,RSS13,108,158,47,19,0,75,41,124,15,9,596
2425-P01,Plus d'1 an,RSS13,2,14,4,0,0,3,0,9,,0,32
2425-P01,0 à 6 mois,RSS14,1120,1245,301,64,0,406,1610,767,443,92,6048
2425-P01,6 à 12 mois,RSS14,514,608,73,23,0,155,788,173,198,59,2591
2425-P01,Plus d'1 an,RSS14,318,409,76,35,0,26,331,378,225,74,1872
2425-P01,0 à 6 mois,RSS15,1676,2127,273,99,0,507,1361,611,469,130,7253
2425-P01,6 à 12 mois,RSS15,674,1339,26,33,0,52,59,295,107,82,2667
2425-P01,Plus d'1 an,RSS15,184,459,2,20,0,1,0,123,25,23,837
2425-P01,0 à 6 mois,RSS16,2648,4174,482,56,54,1078,4083,1497,778,427,15277
2425-P01,6 à 12 mois,RSS16,723,1759,195,3,26,191,771,403,64,80,4215
2425-P01,Plus d'1 an,RSS16,114,831,75,2,41,34,23,290,4,11,1425
2425-P02,0 à 6 mois,RSS01,463,850,0,0,0,143,681,71,258,586,3052
2425-P02,6 à 12 mois,RSS01,45,266,0,0,0,15,52,8,40,120,546
2425-P02,Plus d'1 an,RSS01,1,1,0,0,0,0,0,,,1,3
2425-P02,0 à 6 mois,RSS02,586,910,119,34,75,242,1163,355,350,211,4045
2425-P02,6 à 12 mois,RSS02,147,212,26,6,5,42,297,122,74,63,994
2425-P02,Plus d'1 an,RSS02,44,24,2,0,1,0,19,8,3,26,127
2425-P02,0 à 6 mois,RSS03,2352,2500,417,151,294,802,3383,2046,1055,503,13503
2425-P02,6 à 12 mois,RSS03,486,1204,130,31,42,373,345,203,394,96,3304
2425-P02,Plus d'1 an,RSS03,88,166,79,10,1,67,3,17,39,4,474
2425-P02,0 à 6 mois,RSS04,1438,1686,54,73,71,443,1175,945,540,265,6690
2425-P02,6 à 12 mois,RSS04,283,539,32,9,10,19,230,271,67,30,1490
2425-P02,Plus d'1 an,RSS04,45,109,16,0,2,0,43,130,21,5,371
2425-P02,0 à 6 mois,RSS05,1481,1996,590,43,166,425,1829,793,491,293,8107
2425-P02,6 à 12 mois,RSS05,553,773,137,7,62,137,266,297,126,190,2548
2425-P02,Plus d'1 an,RSS05,201,230,77,3,64,96,13,181,196,131,1192
2425-P02,0 à 6 mois,RSS06,6848,5587,2439,247,622,2399,9112,4306,2244,1362,35166
2425-P02,6 à 12 mois,RSS06,1863,2321,845,38,151,584,1406,2018,603,579,10408
2425-P02,Plus d'1 an,RSS06,326,688,493,2,39,106,121,723,125,107,2730
2425-P02,0 à 6 mois,RSS07,846,645,67,24,74,253,1667,586,271,92,4525
2425-P02,6 à 12 mois,RSS07,323,347,132,21,19,171,241,289,126,23,1692
2425-P02,Plus d'1 an,RSS07,250,206,134,1,76,168,54,337,99,47,1372
2425-P02,0 à 6 mois,RSS08,327,529,36,0,0,157,351,41,150,59,1650
2425-P02,6 à 12 mois,RSS08,30,368,0,0,0,1,18,1,18,8,444
2425-P02,Plus d'1 an,RSS08,0,168,0,0,0,0,0,,,0,168
2425-P02,0 à 6 mois,RSS09,150,310,1,0,0,43,278,157,44,60,1043
2425-P02,6 à 12 mois,RSS09,3,1,12,0,0,3,4,4,,4,31
2425-P02,Plus d'1 an,RSS09,0,0,34,0,0,0,0,,,2,36
2425-P02,0 à 6 mois,RSS10,57,0,0,0,0,30,0,,,2,89
2425-P02,6 à 12 mois,RSS10,2,0,0,0,0,5,0,1,,0,8
2425-P02,0 à 6 mois,RSS11,153,208,5,0,0,35,293,154,25,80,953
2425-P02,6 à 12 mois,RSS11,18,33,0,0,0,0,126,33,2,8,220
2425-P02,Plus d'1 an,RSS11,1,4,0,0,0,0,4,1,,0,10
2425-P02,0 à 6 mois,RSS12,967,1637,143,0,0,405,2026,661,255,469,6563
2425-P02,6 à 12 mois,RSS12,167,750,29,0,0,60,97,196,16,147,1462
2425-P02,Plus d'1 an,RSS12,28,132,3,0,0,1,6,24,5,36,235
