PeriodeAttente,Delais_d'attente,Region,Chirurgie_generale,Chirurgie_orthopedique,Chirurgie_plastique,Chirurgie_vasculaire,Neurochirurgie,Obstetrique_et_gynecologie,Ophtalmologie,ORL_chirurgie_cervico_faciale,Urologie,Autres,Total
2223-P04,6 à 12 mois,RSS03,487,1156,115,15,51,131,346,487,149,158,3095
2223-P04,Plus d'1 an,RSS03,77,390,295,1,23,14,37,101,19,94,1051
2223-P04,0 à 6 mois,RSS04,994,1228,95,60,98,448,965,644,522,314,5368
2223-P04,6 à 12 mois,RSS04,173,404,57,12,23,70,172,91,100,99,1201
2223-P04,Plus d'1 an,RSS04,85,73,52,18,12,9,40,68,95,43,495
2223-P04,0 à 6 mois,RSS05,1151,1484,471,39,183,536,2372,927,398,218,7779
2223-P04,6 à 12 mois,RSS05,431,791,234,8,117,302,565,299,140,69,2956
2223-P04,Plus d'1 an,RSS05,385,329,112,4,110,302,148,167,107,88,1752
2223-P04,0 à 6 mois,RSS06,6923,5009,2117,342,542,2219,8157,3114,2152,1456,32031
2223-P04,6 à 12 mois,RSS06,1976,2466,1093,91,148,657,1906,1109,592,410,10448
2223-P04,Plus d'1 an,RSS06,899,1764,1060,29,91,192,940,694,328,103,6100
2223-P04,0 à 6 mois,RSS07,658,727,148,17,48,190,1219,295,202,97,3601
2223-P04,6 à 12 mois,RSS07,366,376,43,4,24,60,256,305,94,27,1555
2223-P04,Plus d'1 an,RSS07,445,421,73,7,123,330,318,453,107,68,2345
2223-P04,0 à 6 mois,RSS08,301,266,9,0,0,184,434,34,141,45,1414
2223-P04,6 à 12 mois,RSS08,85,69,0,0,0,11,224,3,79,12,483
2223-P04,Plus d'1 an,RSS08,18,5,0,0,0,0,47,,19,1,90
2223-P04,0 à 6 mois,RSS09,185,184,15,0,0,36,153,132,15,52,772
2223-P04,6 à 12 mois,RSS09,2,5,17,0,0,2,0,4,3,1,34
2223-P04,Plus d'1 an,RSS09,0,0,34,0,0,0,0,,,0,34
2223-P04,0 à 6 mois,RSS10,42,0,0,0,0,22,0,,,0,64
2223-P04,6 à 12 mois,RSS10,1,0,0,0,0,5,0,,,0,6
2223-P04,0 à 6 mois,RSS11,153,189,11,0,0,51,302,128,37,45,916
2223-P04,6 à 12 mois,RSS11,16,18,2,0,0,1,0,10,2,51,100
2223-P04,Plus d'1 an,RSS11,2,1,0,0,0,1,1,,,4,9
2223-P04,0 à 6 mois,RSS12,719,1228,157,0,0,333,934,471,303,328,4473
2223-P04,6 à 12 mois,RSS12,88,334,74,0,0,36,163,124,103,101,1023
2223-P04,Plus d'1 an,RSS12,113,46,67,0,0,22,92,114,77,54,585
2223-P04,0 à 6 mois,RSS13,391,458,79,67,0,282,724,558,220,8,2787
2223-P04,6 à 12 mois,RSS13,81,126,30,4,0,78,24,103,14,2,462
2223-P04,Plus d'1 an,RSS13,19,32,2,1,0,21,4,6,,3,88
2223-P04,0 à 6 mois,RSS14,899,875,224,60,0,246,1653,546,375,115,4993
2223-P04,6 à 12 mois,RSS14,504,561,230,39,0,46,518,230,167,40,2335
2223-P04,Plus d'1 an,RSS14,426,363,202,78,0,25,423,535,263,13,2328
2223-P04,0 à 6 mois,RSS15,1640,1699,119,77,0,362,1114,228,267,46,5552
2223-P04,6 à 12 mois,RSS15,477,1012,95,29,0,33,34,134,75,4,1893
2223-P04,Plus d'1 an,RSS15,370,899,160,8,0,9,2,132,124,20,1724
2223-P04,0 à 6 mois,RSS16,2265,2879,342,60,54,981,3598,1436,790,153,12558
2223-P04,6 à 12 mois,RSS16,834,1584,229,18,23,302,1349,425,210,154,5128
2223-P04,Plus d'1 an,RSS16,507,1794,178,5,59,130,493,312,65,77,3620
2223-P05,0 à 6 mois,RSS01,474,754,0,0,0,124,765,48,177,174,2516
2223-P05,6 à 12 mois,RSS01,133,309,0,0,0,17,76,1,48,57,641
2223-P05,Plus d'1 an,RSS01,36,31,0,0,0,3,1,1,7,5,84
2223-P05,0 à 6 mois,RSS02,842,789,158,41,127,235,1213,299,441,199,4344
2223-P05,6 à 12 mois,RSS02,213,419,145,36,50,89,135,73,141,55,1356
2223-P05,Plus d'1 an,RSS02,272,135,198,16,51,78,58,88,149,101,1146
2223-P05,0 à 6 mois,RSS03,2059,1735,206,110,261,636,2460,1845,890,538,10740
2223-P05,6 à 12 mois,RSS03,531,1310,104,17,65,175,417,501,181,161,3462
2223-P05,Plus d'1 an,RSS03,83,368,267,1,20,12,46,100,16,90,1003
2223-P05,0 à 6 mois,RSS04,991,1188,87,74,105,415,976,692,532,324,5384
2223-P05,6 à 12 mois,RSS04,214,425,64,11,24,64,140,100,107,85,1234
2223-P05,Plus d'1 an,RSS04,79,88,53,17,12,11,35,70,103,48,516
2223-P05,0 à 6 mois,RSS05,1093,1458,412,37,172,581,2215,850,358,233,7409
2223-P05,6 à 12 mois,RSS05,434,836,270,9,132,293,726,332,162,81,3275
2223-P05,Plus d'1 an,RSS05,366,313,108,3,114,294,122,170,119,83,1692
2223-P05,0 à 6 mois,RSS06,6903,5190,2128,307,577,2277,8375,3316,2231,1494,32798
2223-P05,6 à 12 mois,RSS06,2166,2682,1112,99,134,598,1964,1135,647,448,10985
2223-P05,Plus d'1 an,RSS06,960,1774,1064,33,99,210,872,768,350,108,6238
2223-P05,0 à 6 mois,RSS07,643,772,129,11,43,212,1189,296,191,174,3660
2223-P05,6 à 12 mois,RSS07,362,378,53,4,21,61,272,302,94,26,1573
2223-P05,Plus d'1 an,RSS07,466,414,79,7,125,327,297,491,116,62,2384
2223-P05,0 à 6 mois,RSS08,344,289,10,0,0,200,344,37,165,55,1444
2223-P05,6 à 12 mois,RSS08,86,80,1,0,0,14,257,2,77,9,526
2223-P05,Plus d'1 an,RSS08,18,7,0,0,0,0,60,,9,1,95
2223-P05,0 à 6 mois,RSS09,157,197,15,0,0,32,169,150,19,68,807
2223-P05,6 à 12 mois,RSS09,13,10,17,0,0,7,0,4,2,3,56
2223-P05,Plus d'1 an,RSS09,0,0,34,0,0,0,0,,,0,34
2223-P05,0 à 6 mois,RSS10,50,0,0,0,0,24,0,,,0,74
2223-P05,6 à 12 mois,RSS10,2,0,0,0,0,6,0,,,0,8
2223-P05,0 à 6 mois,RSS11,175,216,1,0,0,48,337,121,37,54,989
2223-P05,6 à 12 mois,RSS11,15,26,2,0,0,2,1,20,2,49,117
2223-P05,Plus d'1 an,RSS11,7,1,0,0,0,1,1,,,7,17
2223-P05,0 à 6 mois,RSS12,670,1149,171,0,0,346,867,558,319,380,4460
2223-P05,6 à 12 mois,RSS12,125,421,70,0,0,32,162,142,107,102,1161
2223-P05,Plus d'1 an,RSS12,114,44,70,0,0,23,62,122,78,57,570
2223-P05,0 à 6 mois,RSS13,461,488,87,67,0,301,752,608,242,9,3015
2223-P05,6 à 12 mois,RSS13,78,128,23,5,0,85,33,102,17,3,474
2223-P05,Plus d'1 an,RSS13,19,34,2,2,0,23,5,4,,3,92
2223-P05,0 à 6 mois,RSS14,940,838,227,56,0,230,1576,568,328,99,4862
2223-P05,6 à 12 mois,RSS14,498,619,221,38,0,38,610,248,200,43,2515
2223-P05,Plus d'1 an,RSS14,434,342,183,83,0,22,385,527,247,11,2234
2223-P05,0 à 6 mois,RSS15,1648,1706,96,73,0,341,1266,244,317,33,5724
2223-P05,6 à 12 mois,RSS15,500,1018,74,37,0,29,52,107,68,6,1891
2223-P05,Plus d'1 an,RSS15,371,929,177,8,0,11,2,141,129,12,1780
2223-P05,0 à 6 mois,RSS16,2268,2974,357,68,56,970,3928,1394,807,158,12980
2223-P05,6 à 12 mois,RSS16,833,1605,235,14,24,313,1190,465,214,166,5059
2223-P05,Plus d'1 an,RSS16,507,1819,185,5,62,141,388,327,77,73,3584
2223-P06,0 à 6 mois,RSS01,478,740,0,0,0,114,735,30,163,177,2437
2223-P06,6 à 12 mois,RSS01,152,357,0,0,0,20,98,1,50,51,729
2223-P06,Plus d'1 an,RSS01,34,35,0,0,0,4,0,1,7,11,92
2223-P06,0 à 6 mois,RSS02,832,810,148,36,111,254,1209,340,416,178,4334
2223-P06,6 à 12 mois,RSS02,242,418,126,33,58,77,131,75,152,52,1364
2223-P06,Plus d'1 an,RSS02,277,155,184,15,52,91,53,93,165,101,1186
2223-P06,0 à 6 mois,RSS03,2145,1778,222,101,249,695,2434,1953,923,535,11035
2223-P06,6 à 12 mois,RSS03,562,1349,124,19,60,197,417,489,234,183,3634
2223-P06,Plus d'1 an,RSS03,60,423,267,2,20,13,33,127,17,79,1041
2223-P06,0 à 6 mois,RSS04,1032,1177,91,72,99,420,936,717,521,291,5356
2223-P06,6 à 12 mois,RSS04,243,468,57,10,22,61,166,89,125,84,1325
2223-P06,Plus d'1 an,RSS04,77,85,51,16,12,11,31,55,102,49,489
2223-P06,0 à 6 mois,RSS05,1135,1469,391,52,176,590,2193,810,379,339,7534
2223-P06,6 à 12 mois,RSS05,424,841,264,6,114,296,761,348,178,83,3315
2223-P06,Plus d'1 an,RSS05,397,289,136,4,122,332,128,185,115,67,1775
2223-P06,0 à 6 mois,RSS06,7111,5562,2135,296,559,2406,8511,3423,2236,1373,33612
2223-P06,6 à 12 mois,RSS06,2262,2765,1142,113,154,598,2199,1221,631,446,11531
2223-P06,Plus d'1 an,RSS06,1011,1790,1074,30,102,247,951,807,347,133,6492
2223-P06,0 à 6 mois,RSS07,602,787,156,21,48,219,1310,322,187,234,3886
2223-P06,6 à 12 mois,RSS07,355,374,51,2,22,69,230,296,113,11,1523
2223-P06,Plus d'1 an,RSS07,479,417,80,2,111,312,268,512,115,71,2367
2223-P06,0 à 6 mois,RSS08,406,317,13,0,0,187,372,47,142,38,1522
2223-P06,6 à 12 mois,RSS08,76,94,0,0,0,22,214,2,79,2,489
2223-P06,Plus d'1 an,RSS08,20,10,0,0,0,0,43,1,10,0,84
2223-P06,0 à 6 mois,RSS09,176,239,38,0,0,45,178,187,24,65,952
2223-P06,6 à 12 mois,RSS09,25,19,14,0,0,9,0,3,2,12,84
2223-P06,Plus d'1 an,RSS09,0,0,37,0,0,0,0,,,0,37
2223-P06,0 à 6 mois,RSS10,56,0,0,0,0,23,0,,,0,79
2223-P06,6 à 12 mois,RSS10,0,0,0,0,0,9,0,,,0,9
2223-P06,0 à 6 mois,RSS11,183,222,5,0,0,48,361,145,32,77,1073
2223-P06,6 à 12 mois,RSS11,17,27,1,0,0,5,0,23,6,41,120
2223-P06,Plus d'1 an,RSS11,10,2,0,0,0,1,1,1,,16,31
2223-P06,0 à 6 mois,RSS12,739,1218,184,0,0,379,699,569,338,388,4514
2223-P06,6 à 12 mois,RSS12,141,478,80,0,0,32,209,144,92,94,1270
2223-P06,Plus d'1 an,RSS12,125,60,76,0,0,21,69,134,78,60,623
2223-P06,0 à 6 mois,RSS13,464,498,90,78,0,199,829,569,255,8,2990
2223-P06,6 à 12 mois,RSS13,89,141,22,9,0,88,27,140,26,4,546
2223-P06,Plus d'1 an,RSS13,24,37,3,2,0,18,2,9,,3,98
2223-P06,0 à 6 mois,RSS14,937,831,211,50,0,256,1549,527,336,89,4786
2223-P06,6 à 12 mois,RSS14,525,607,202,29,0,45,570,250,194,45,2467
2223-P06,Plus d'1 an,RSS14,446,355,216,86,0,22,364,549,245,18,2301
2223-P06,0 à 6 mois,RSS15,1822,1709,100,91,0,348,1113,274,355,30,5842
2223-P06,6 à 12 mois,RSS15,550,1056,73,33,0,32,151,102,74,7,2078
2223-P06,Plus d'1 an,RSS15,365,963,190,12,0,9,2,144,124,7,1816
2223-P06,0 à 6 mois,RSS16,2420,3205,363,61,68,945,3845,1452,850,226,13435
2223-P06,6 à 12 mois,RSS16,850,1585,243,20,27,360,1197,457,211,157,5107
2223-P06,Plus d'1 an,RSS16,579,1856,196,7,55,137,416,340,89,90,3765
2223-P07,0 à 6 mois,RSS01,497,730,0,0,0,114,666,19,170,153,2349
2223-P07,6 à 12 mois,RSS01,148,326,0,0,0,15,174,1,39,50,753
2223-P07,Plus d'1 an,RSS01,27,34,0,0,0,1,4,,7,15,88
2223-P07,0 à 6 mois,RSS02,888,842,188,44,119,276,1267,356,404,172,4556
2223-P07,6 à 12 mois,RSS02,263,410,117,34,63,63,125,88,166,45,1374
2223-P07,Plus d'1 an,RSS02,255,152,192,14,45,98,49,81,129,94,1109
2223-P07,0 à 6 mois,RSS03,2193,1807,236,100,226,761,2293,1897,853,526,10892
2223-P07,6 à 12 mois,RSS03,573,1290,116,16,64,213,399,444,268,179,3562
2223-P07,Plus d'1 an,RSS03,73,397,277,3,21,10,33,107,19,68,1008
2223-P07,0 à 6 mois,RSS04,1102,1177,94,79,100,444,1025,778,538,304,5641
2223-P07,6 à 12 mois,RSS04,271,467,65,10,16,54,167,102,131,79,1362
2223-P07,Plus d'1 an,RSS04,55,67,47,14,8,9,19,44,83,22,368
2223-P07,0 à 6 mois,RSS05,1114,1502,366,50,158,553,2124,777,412,326,7382
2223-P07,6 à 12 mois,RSS05,401,831,256,8,101,307,780,408,164,72,3328
2223-P07,Plus d'1 an,RSS05,411,314,145,4,110,329,127,204,140,73,1857
2223-P07,0 à 6 mois,RSS06,7058,5545,2053,259,554,2352,8296,3493,2249,1335,33194
2223-P07,6 à 12 mois,RSS06,2378,2633,1149,116,176,569,2090,1159,638,444,11352
2223-P07,Plus d'1 an,RSS06,1033,1942,1102,30,100,268,900,808,355,116,6654
2223-P07,0 à 6 mois,RSS07,616,868,180,18,53,243,1257,325,224,201,3985
2223-P07,6 à 12 mois,RSS07,323,371,67,0,25,78,262,266,127,12,1531
2223-P07,Plus d'1 an,RSS07,473,388,77,0,88,296,181,547,98,67,2215
2223-P07,0 à 6 mois,RSS08,370,358,9,0,0,166,356,59,118,37,1473
2223-P07,6 à 12 mois,RSS08,59,75,1,0,0,20,153,1,62,2,373
2223-P07,Plus d'1 an,RSS08,9,8,0,0,0,0,40,,9,1,67
2223-P07,0 à 6 mois,RSS09,165,255,30,0,0,56,160,218,27,68,979
2223-P07,6 à 12 mois,RSS09,37,15,18,0,0,8,1,7,,11,97
2223-P07,Plus d'1 an,RSS09,0,0,39,0,0,0,0,,,0,39
2223-P07,0 à 6 mois,RSS10,50,0,0,0,0,18,0,,,0,68
2223-P07,6 à 12 mois,RSS10,1,0,0,0,0,16,0,,,0,17
2223-P07,0 à 6 mois,RSS11,224,312,4,0,0,53,378,167,29,53,1220
2223-P07,6 à 12 mois,RSS11,24,29,0,0,0,7,3,24,6,41,134
2223-P07,Plus d'1 an,RSS11,11,5,1,0,0,1,0,1,,21,40
2223-P07,0 à 6 mois,RSS12,800,1242,177,0,0,356,643,544,332,364,4458
2223-P07,6 à 12 mois,RSS12,145,485,73,0,0,38,207,140,93,85,1266
2223-P07,Plus d'1 an,RSS12,107,70,66,0,0,18,75,133,76,70,615
2223-P07,0 à 6 mois,RSS13,459,558,107,94,0,182,885,638,225,14,3162
2223-P07,6 à 12 mois,RSS13,83,114,17,4,0,70,28,178,33,2,529
2223-P07,Plus d'1 an,RSS13,20,27,2,0,0,16,1,8,,5,79
2223-P07,0 à 6 mois,RSS14,971,915,196,46,0,254,1532,523,349,115,4901
2223-P07,6 à 12 mois,RSS14,478,601,206,24,0,55,538,244,196,37,2379
2223-P07,Plus d'1 an,RSS14,455,367,230,89,0,17,289,551,232,20,2250
2223-P07,0 à 6 mois,RSS15,1835,1775,83,97,0,337,949,294,379,27,5776
2223-P07,6 à 12 mois,RSS15,562,1073,64,36,0,31,176,88,67,5,2102
2223-P07,Plus d'1 an,RSS15,353,986,184,15,0,8,3,134,51,3,1737
2223-P07,0 à 6 mois,RSS16,2371,3304,358,69,60,973,3809,1633,888,215,13680
2223-P07,6 à 12 mois,RSS16,784,1472,243,30,30,349,1308,488,215,133,5052
2223-P07,Plus d'1 an,RSS16,514,1838,197,10,54,141,375,333,67,102,3631
2223-P08,0 à 6 mois,RSS01,505,750,0,0,0,116,649,14,215,160,2409
2223-P08,6 à 12 mois,RSS01,131,290,0,0,0,12,196,1,28,36,694
2223-P08,Plus d'1 an,RSS01,18,30,0,0,0,1,10,,6,13,78
2223-P08,0 à 6 mois,RSS02,837,851,188,39,108,251,1428,390,351,147,4590
2223-P08,6 à 12 mois,RSS02,316,416,109,29,68,83,109,91,189,73,1483
2223-P08,Plus d'1 an,RSS02,169,164,198,16,33,84,56,70,94,95,979
2223-P08,0 à 6 mois,RSS03,2090,1927,238,115,208,754,2233,1957,760,463,10745
2223-P08,6 à 12 mois,RSS03,596,1136,115,13,69,272,384,415,304,224,3528
2223-P08,Plus d'1 an,RSS03,82,368,272,4,16,12,26,88,16,52,936
2223-P08,0 à 6 mois,RSS04,1188,1173,92,68,100,420,1097,758,547,277,5720
2223-P08,6 à 12 mois,RSS04,272,437,53,10,20,42,170,112,133,53,1302
2223-P08,Plus d'1 an,RSS04,36,68,46,15,9,1,23,31,84,21,334
2223-P08,0 à 6 mois,RSS05,1109,1537,420,47,149,530,2210,805,409,325,7541
2223-P08,6 à 12 mois,RSS05,381,790,240,5,94,292,805,410,158,76,3251
2223-P08,Plus d'1 an,RSS05,416,328,149,4,100,330,77,224,155,82,1865
2223-P08,0 à 6 mois,RSS06,7243,5797,2025,254,527,2401,8284,3833,2305,1327,33996
2223-P08,6 à 12 mois,RSS06,2311,2554,1074,101,182,535,2029,1192,625,419,11022
2223-P08,Plus d'1 an,RSS06,1007,1968,1148,32,109,253,863,815,354,122,6671
2223-P08,0 à 6 mois,RSS07,623,885,143,20,51,229,1265,388,235,193,4032
2223-P08,6 à 12 mois,RSS07,329,364,74,0,26,92,221,236,123,17,1482
2223-P08,Plus d'1 an,RSS07,479,389,74,0,80,284,168,576,93,57,2200
2223-P08,0 à 6 mois,RSS08,390,466,11,0,0,173,334,68,111,50,1603
2223-P08,6 à 12 mois,RSS08,69,69,1,0,0,13,127,2,60,0,341
2223-P08,Plus d'1 an,RSS08,12,6,0,0,0,0,38,,6,0,62
2223-P08,0 à 6 mois,RSS09,172,257,27,0,0,41,127,200,25,67,916
2223-P08,6 à 12 mois,RSS09,37,26,21,0,0,8,4,11,,7,114
2223-P08,Plus d'1 an,RSS09,1,0,36,0,0,0,0,,,0,37
2223-P08,0 à 6 mois,RSS10,48,0,0,0,0,16,0,,,0,64
2223-P08,6 à 12 mois,RSS10,1,0,0,0,0,17,0,,,0,18
2223-P08,0 à 6 mois,RSS11,273,355,4,0,0,59,342,172,15,63,1283
2223-P08,6 à 12 mois,RSS11,21,39,3,0,0,4,32,29,8,39,175
2223-P08,Plus d'1 an,RSS11,8,5,0,0,0,2,0,1,,31,47
2223-P08,0 à 6 mois,RSS12,811,1252,176,0,0,307,652,516,342,405,4461
2223-P08,6 à 12 mois,RSS12,148,525,70,0,0,42,191,123,67,80,1246
2223-P08,Plus d'1 an,RSS12,93,55,35,0,0,3,56,111,56,39,448
2223-P08,0 à 6 mois,RSS13,498,581,89,108,0,176,938,681,228,12,3311
2223-P08,6 à 12 mois,RSS13,88,110,12,4,0,56,24,186,29,3,512
2223-P08,Plus d'1 an,RSS13,21,18,3,0,0,9,3,8,,3,65
2223-P08,0 à 6 mois,RSS14,903,908,202,40,0,274,1422,546,324,108,4727
2223-P08,6 à 12 mois,RSS14,458,583,177,22,0,51,627,236,188,46,2388
2223-P08,Plus d'1 an,RSS14,425,402,243,82,0,15,298,506,223,19,2213
2223-P08,0 à 6 mois,RSS15,1905,1827,76,90,0,365,1033,323,394,39,6052
2223-P08,6 à 12 mois,RSS15,605,1060,60,35,0,22,150,90,54,5,2081
2223-P08,Plus d'1 an,RSS15,353,955,183,19,0,7,3,119,30,1,1670
2223-P08,0 à 6 mois,RSS16,2303,3496,369,74,53,940,3878,1671,819,220,13823
2223-P08,6 à 12 mois,RSS16,752,1427,229,30,32,329,1305,473,211,105,4893
2223-P08,Plus d'1 an,RSS16,476,1730,143,10,68,147,354,336,59,138,3461
2223-P09,0 à 6 mois,RSS01,436,697,0,0,0,121,681,20,185,192,2332
2223-P09,6 à 12 mois,RSS01,126,238,0,0,0,9,174,,15,37,599
2223-P09,Plus d'1 an,RSS01,22,23,0,0,0,1,7,,3,10,66
2223-P09,0 à 6 mois,RSS02,816,854,167,40,96,231,1479,433,382,133,4631
2223-P09,6 à 12 mois,RSS02,350,364,92,19,71,81,203,84,186,82,1532
2223-P09,Plus d'1 an,RSS02,146,144,215,17,33,70,53,74,83,86,921
2223-P09,0 à 6 mois,RSS03,2039,2020,263,97,213,760,2042,1939,713,428,10514
2223-P09,6 à 12 mois,RSS03,540,995,111,11,57,287,360,402,278,233,3274
2223-P09,Plus d'1 an,RSS03,72,361,253,5,16,13,17,75,10,42,864
2223-P09,0 à 6 mois,RSS04,1148,1143,80,72,94,402,1097,824,486,266,5612
2223-P09,6 à 12 mois,RSS04,256,389,60,7,27,25,112,138,114,48,1176
2223-P09,Plus d'1 an,RSS04,33,80,40,15,9,0,18,32,78,14,319
2223-P09,0 à 6 mois,RSS05,1130,1682,358,41,146,479,2101,905,410,327,7579
2223-P09,6 à 12 mois,RSS05,350,731,235,2,88,254,788,393,155,80,3076
2223-P09,Plus d'1 an,RSS05,400,333,172,5,90,323,45,219,152,62,1801
2223-P09,0 à 6 mois,RSS06,7117,5862,1861,258,519,2361,8127,4153,2248,1303,33809
2223-P09,6 à 12 mois,RSS06,2341,2622,1020,89,202,513,2013,1195,658,457,11110
2223-P09,Plus d'1 an,RSS06,1031,2036,1249,39,102,240,866,827,363,143,6896
2223-P09,0 à 6 mois,RSS07,672,888,128,20,56,218,1156,423,208,193,3962
2223-P09,6 à 12 mois,RSS07,293,380,83,1,18,94,224,216,128,20,1457
2223-P09,Plus d'1 an,RSS07,470,370,82,0,80,277,182,606,106,58,2231
2223-P09,0 à 6 mois,RSS08,422,528,11,0,0,173,332,59,113,36,1674
2223-P09,6 à 12 mois,RSS08,55,51,0,0,0,10,99,1,39,1,256
2223-P09,Plus d'1 an,RSS08,13,3,0,0,0,0,29,,1,0,46
2223-P09,0 à 6 mois,RSS09,194,250,32,0,0,45,161,209,20,55,966
2223-P09,6 à 12 mois,RSS09,36,21,11,0,0,4,4,9,,4,89
2223-P09,Plus d'1 an,RSS09,0,0,40,0,0,0,0,,,1,41
2223-P09,0 à 6 mois,RSS10,44,0,0,0,0,18,0,,,0,62
2223-P09,6 à 12 mois,RSS10,1,0,0,0,0,16,0,,,0,17
2223-P09,0 à 6 mois,RSS11,301,347,1,0,0,53,336,218,18,57,1331
2223-P09,6 à 12 mois,RSS11,37,60,0,0,0,4,51,29,12,24,217
2223-P09,Plus d'1 an,RSS11,8,8,1,0,0,2,0,5,,54,78
2223-P09,0 à 6 mois,RSS12,849,1389,168,0,0,296,539,507,279,425,4452
2223-P09,6 à 12 mois,RSS12,134,492,70,0,0,39,309,103,67,79,1293
2223-P09,Plus d'1 an,RSS12,80,36,30,0,0,0,50,97,38,39,370
2223-P09,0 à 6 mois,RSS13,450,584,88,99,0,167,951,664,227,12,3242
2223-P09,6 à 12 mois,RSS13,84,116,10,7,0,36,29,228,26,4,540
2223-P09,Plus d'1 an,RSS13,17,19,3,0,0,7,2,13,2,4,67
2223-P09,0 à 6 mois,RSS14,922,914,181,42,0,254,1306,553,327,106,4605
2223-P09,6 à 12 mois,RSS14,450,589,163,16,0,48,649,239,177,50,2381
2223-P09,Plus d'1 an,RSS14,405,422,220,74,0,16,308,506,211,21,2183
2223-P09,0 à 6 mois,RSS15,1886,1693,57,98,0,398,992,376,433,30,5963
2223-P09,6 à 12 mois,RSS15,700,1121,59,31,0,19,135,89,53,6,2213
2223-P09,Plus d'1 an,RSS15,343,871,171,19,0,6,4,102,22,2,1540
2223-P09,0 à 6 mois,RSS16,2285,3413,372,69,59,894,3903,1805,823,200,13823
2223-P09,6 à 12 mois,RSS16,667,1466,210,26,31,328,1140,434,204,102,4608
2223-P09,Plus d'1 an,RSS16,455,1683,145,7,70,132,309,331,47,141,3320
2223-P10,0 à 6 mois,RSS01,517,715,0,0,0,122,677,20,200,246,2497
2223-P10,6 à 12 mois,RSS01,123,253,0,0,0,14,164,,13,42,609
2223-P10,Plus d'1 an,RSS01,23,22,0,0,0,1,12,,5,9,72
2223-P10,0 à 6 mois,RSS02,795,849,123,39,73,231,1417,479,402,182,4590
2223-P10,6 à 12 mois,RSS02,397,344,81,21,70,81,252,89,209,82,1626
2223-P10,Plus d'1 an,RSS02,143,148,136,16,32,57,20,79,76,89,796
2223-P10,0 à 6 mois,RSS03,2184,2202,269,93,218,777,2024,2069,729,453,11018
2223-P10,6 à 12 mois,RSS03,584,952,91,15,57,318,354,463,276,234,3344
2223-P10,Plus d'1 an,RSS03,81,367,257,6,19,16,19,90,14,43,912
2223-P10,0 à 6 mois,RSS04,1234,1133,63,67,92,442,1153,854,516,253,5807
2223-P10,6 à 12 mois,RSS04,312,426,73,9,27,21,122,191,108,67,1356
2223-P10,Plus d'1 an,RSS04,41,82,48,15,10,1,18,38,79,12,344
2223-P10,0 à 6 mois,RSS05,1185,1614,385,38,134,436,2131,963,376,348,7610
2223-P10,6 à 12 mois,RSS05,409,752,238,5,92,233,725,417,171,81,3123
2223-P10,Plus d'1 an,RSS05,398,317,168,3,91,324,35,230,159,77,1802
2223-P10,0 à 6 mois,RSS06,7333,5866,1953,238,549,2555,8342,4363,2275,1383,34857
2223-P10,6 à 12 mois,RSS06,2464,2716,1033,91,183,524,2157,1340,679,453,11640
2223-P10,Plus d'1 an,RSS06,1067,2082,1240,43,102,264,824,824,379,140,6965
2223-P10,0 à 6 mois,RSS07,617,822,134,22,59,247,1180,455,220,189,3945
2223-P10,6 à 12 mois,RSS07,320,429,94,1,20,96,209,211,125,35,1540
2223-P10,Plus d'1 an,RSS07,467,364,72,0,78,275,168,599,110,58,2191
2223-P10,0 à 6 mois,RSS08,389,679,7,0,0,177,350,76,123,30,1831
2223-P10,6 à 12 mois,RSS08,71,59,0,0,0,13,102,2,34,0,281
2223-P10,Plus d'1 an,RSS08,15,1,0,0,0,0,11,,1,0,28
2223-P10,0 à 6 mois,RSS09,231,276,32,0,0,60,155,222,16,58,1050
2223-P10,6 à 12 mois,RSS09,45,34,11,0,0,4,5,13,,6,118
2223-P10,Plus d'1 an,RSS09,0,1,40,0,0,0,0,,,1,42
2223-P10,0 à 6 mois,RSS10,54,0,0,0,0,14,0,,,0,68
2223-P10,6 à 12 mois,RSS10,0,0,0,0,0,10,0,1,,0,11
2223-P10,Plus d'1 an,RSS10,0,0,0,0,0,1,0,2,,0,3
2223-P10,0 à 6 mois,RSS11,296,362,6,0,0,53,329,202,13,84,1345
2223-P10,6 à 12 mois,RSS11,45,69,2,0,0,7,19,29,12,21,204
2223-P10,Plus d'1 an,RSS11,8,4,0,0,0,1,0,3,,13,29
2223-P10,0 à 6 mois,RSS12,908,1453,154,0,0,302,642,554,281,475,4769
2223-P10,6 à 12 mois,RSS12,136,496,75,0,0,35,282,104,73,78,1279
2223-P10,Plus d'1 an,RSS12,77,35,28,0,0,2,71,94,39,39,385
2223-P10,0 à 6 mois,RSS13,421,603,87,100,0,172,945,687,221,11,3247
2223-P10,6 à 12 mois,RSS13,85,121,13,5,0,32,39,264,27,4,590
2223-P10,Plus d'1 an,RSS13,15,18,4,0,0,6,3,19,1,4,70
2223-P10,0 à 6 mois,RSS14,936,1014,194,40,0,286,1350,582,371,98,4871
2223-P10,6 à 12 mois,RSS14,420,620,157,16,0,49,658,268,179,57,2424
2223-P10,Plus d'1 an,RSS14,484,413,224,78,0,14,289,495,215,18,2230
2223-P10,0 à 6 mois,RSS15,1892,1746,72,120,0,416,1003,406,450,37,6142
2223-P10,6 à 12 mois,RSS15,800,1236,53,30,0,24,151,94,60,9,2457
2223-P10,Plus d'1 an,RSS15,366,818,164,26,0,8,5,105,20,2,1514
